,region,status_group_num
55091,Tanga,1
55092,Mara,1
55093,Arusha,0
55094,Dar es Salaam,1
55095,Singida,0
55096,Dodoma,0
55098,Kagera,0
55099,Tanga,0
55100,Mwanza,0
55102,Pwani,0
55103,Dodoma,0
55104,Kagera,0
55105,Ruvuma,1
55106,Iringa,0
55107,Iringa,0
55108,Mara,0
55109,Rukwa,1
55110,Shinyanga,1
55111,Ruvuma,0
55112,Manyara,1
55113,Mbeya,1
55114,Shinyanga,0
55115,Kigoma,0
55116,Arusha,0
55117,Arusha,0
55118,Mbeya,1
55119,Lindi,1
55120,Arusha,0
55121,Kagera,0
55122,Mwanza,0
55123,Shinyanga,0
55124,Kigoma,0
55125,Rukwa,0
55126,Morogoro,1
55127,Dodoma,1
55128,Kagera,0
55129,Kigoma,0
55130,Mtwara,1
55131,Morogoro,1
55132,Tabora,1
55133,Tabora,1
55134,Iringa,0
55135,Pwani,1
55136,Ruvuma,0
55137,Iringa,0
55138,Rukwa,0
55139,Mara,1
55140,Manyara,1
55141,Morogoro,1
55142,Kigoma,0
55143,Kilimanjaro,0
55144,Morogoro,1
55145,Lindi,0
55146,Mwanza,0
55147,Tabora,1
55148,Kagera,1
55149,Iringa,0
55150,Ruvuma,0
55151,Ruvuma,0
55152,Kagera,1
55153,Kagera,0
55154,Kilimanjaro,1
55155,Mbeya,0
55156,Mbeya,0
55157,Mbeya,0
55158,Lindi,1
55159,Kigoma,1
55160,Mara,0
55161,Morogoro,0
55162,Pwani,1
55163,Kilimanjaro,1
55164,Morogoro,0
55165,Mbeya,1
55166,Mbeya,0
55167,Pwani,1
55168,Iringa,0
55169,Kilimanjaro,0
55170,Pwani,0
55171,Mwanza,0
55172,Ruvuma,0
55173,Mwanza,0
55174,Mara,1
55175,Tabora,1
55176,Dodoma,1
55177,Mbeya,1
55178,Kilimanjaro,0
55179,Kilimanjaro,1
55180,Kagera,0
55181,Morogoro,0
55182,Singida,1
55183,Mbeya,0
55184,Tabora,1
55185,Mbeya,1
55186,Tanga,0
55187,Singida,1
55188,Shinyanga,0
55189,Ruvuma,0
55190,Shinyanga,0
55191,Singida,1
55192,Arusha,0
55194,Pwani,0
55195,Kagera,1
55196,Morogoro,1
55197,Tabora,1
55198,Dodoma,0
55199,Shinyanga,1
55200,Kagera,1
55201,Mbeya,1
55203,Mwanza,1
55204,Morogoro,0
55205,Ruvuma,1
55206,Kilimanjaro,0
55207,Rukwa,1
55208,Tanga,0
55209,Singida,1
55210,Kigoma,0
55211,Kigoma,1
55212,Kagera,1
55213,Ruvuma,0
55214,Kagera,0
55215,Tanga,1
55216,Pwani,0
55217,Iringa,0
55218,Tanga,1
55219,Ruvuma,1
55220,Iringa,1
55221,Pwani,0
55222,Manyara,0
55223,Morogoro,1
55224,Mara,0
55225,Kigoma,1
55226,Lindi,1
55227,Mara,1
55228,Kigoma,0
55229,Morogoro,0
55230,Mbeya,1
55231,Morogoro,0
55232,Kilimanjaro,0
55233,Tanga,0
55234,Morogoro,0
55235,Mwanza,0
55236,Dodoma,1
55237,Tabora,1
55238,Ruvuma,1
55239,Iringa,0
55240,Arusha,1
55241,Mwanza,1
55242,Ruvuma,1
55243,Kigoma,1
55244,Lindi,1
55245,Dar es Salaam,0
55246,Rukwa,0
55247,Arusha,0
55248,Arusha,1
55249,Mbeya,0
55250,Tanga,1
55251,Mara,0
55252,Mwanza,0
55253,Rukwa,1
55254,Shinyanga,0
55255,Arusha,0
55256,Arusha,0
55257,Mtwara,1
55258,Mbeya,1
55259,Arusha,0
55260,Kilimanjaro,1
55261,Iringa,0
55262,Dodoma,1
55263,Kilimanjaro,0
55264,Kagera,0
55265,Mbeya,0
55266,Kigoma,0
55267,Arusha,0
55268,Iringa,1
55269,Kilimanjaro,0
55270,Rukwa,1
55271,Iringa,1
55272,Mwanza,0
55273,Lindi,0
55274,Mara,1
55275,Ruvuma,0
55276,Morogoro,1
55277,Tanga,0
55278,Mbeya,1
55279,Iringa,0
55280,Tabora,1
55281,Arusha,1
55283,Kagera,0
55284,Arusha,1
55285,Shinyanga,0
55286,Manyara,1
55288,Dar es Salaam,0
55289,Mara,1
55290,Ruvuma,0
55291,Mara,1
55292,Lindi,0
55293,Morogoro,1
55294,Kilimanjaro,0
55295,Iringa,1
55296,Iringa,0
55297,Iringa,0
55298,Pwani,0
55299,Kagera,0
55300,Iringa,0
55301,Kagera,1
55302,Mbeya,0
55303,Iringa,0
55304,Singida,0
55305,Rukwa,1
55306,Mbeya,1
55307,Singida,0
55308,Shinyanga,0
55309,Pwani,0
55310,Ruvuma,0
55311,Iringa,1
55312,Arusha,0
55313,Kilimanjaro,1
55315,Kagera,0
55316,Arusha,0
55317,Singida,1
55318,Rukwa,1
55319,Kagera,0
55320,Tabora,0
55321,Rukwa,0
55322,Iringa,0
55323,Kilimanjaro,0
55324,Morogoro,0
55325,Arusha,0
55326,Arusha,1
55327,Kilimanjaro,1
55328,Lindi,1
55329,Kilimanjaro,0
55330,Lindi,1
55331,Arusha,0
55332,Shinyanga,0
55333,Morogoro,0
55334,Rukwa,1
55335,Kigoma,1
55336,Rukwa,0
55337,Tanga,1
55338,Iringa,0
55339,Iringa,0
55340,Dodoma,1
55341,Morogoro,1
55342,Kilimanjaro,0
55343,Shinyanga,1
55344,Iringa,0
55345,Mwanza,1
55346,Morogoro,0
55347,Singida,1
55348,Kilimanjaro,0
55349,Dodoma,1
55350,Kilimanjaro,1
55351,Mbeya,1
55352,Shinyanga,0
55353,Morogoro,1
55354,Pwani,0
55355,Singida,1
55356,Kagera,0
55357,Mara,0
55358,Manyara,0
55359,Rukwa,1
55360,Mara,1
55361,Mbeya,1
55362,Arusha,0
55363,Arusha,0
55364,Mtwara,1
55365,Shinyanga,1
55366,Singida,0
55367,Kigoma,0
55368,Dodoma,1
55369,Kilimanjaro,0
55370,Iringa,0
55371,Mwanza,1
55372,Kilimanjaro,0
55373,Pwani,0
55374,Rukwa,0
55375,Tabora,0
55376,Kagera,1
55377,Arusha,0
55378,Arusha,0
55379,Ruvuma,1
55380,Rukwa,0
55381,Kilimanjaro,1
55382,Manyara,1
55383,Iringa,0
55384,Mbeya,0
55385,Iringa,0
55386,Kilimanjaro,1
55387,Mtwara,1
55388,Iringa,0
55389,Mtwara,1
55390,Arusha,0
55391,Tabora,1
55392,Singida,0
55393,Manyara,0
55394,Mbeya,1
55395,Rukwa,0
55396,Shinyanga,0
55398,Kigoma,1
55399,Lindi,1
55400,Mtwara,1
55401,Kilimanjaro,0
55402,Morogoro,0
55403,Pwani,1
55404,Pwani,0
55405,Morogoro,0
55406,Rukwa,1
55408,Ruvuma,0
55409,Arusha,0
55410,Iringa,0
55411,Kagera,1
55412,Shinyanga,0
55413,Arusha,0
55414,Kigoma,1
55415,Morogoro,0
55416,Morogoro,1
55417,Lindi,1
55418,Kilimanjaro,1
55419,Morogoro,1
55420,Mbeya,0
55421,Tanga,1
55422,Kilimanjaro,0
55423,Tabora,0
55424,Tanga,0
55425,Kilimanjaro,1
55426,Iringa,0
55427,Rukwa,1
55428,Manyara,1
55429,Dodoma,1
55430,Mbeya,1
55431,Mwanza,0
55432,Kagera,1
55433,Kagera,1
55434,Kigoma,1
55435,Mara,1
55436,Mwanza,1
55437,Kagera,0
55438,Kilimanjaro,0
55439,Kilimanjaro,1
55440,Mbeya,1
55441,Morogoro,0
55442,Kigoma,1
55443,Pwani,1
55444,Morogoro,1
55445,Morogoro,1
55446,Mtwara,0
55447,Iringa,0
55449,Iringa,1
55450,Ruvuma,1
55451,Rukwa,0
55453,Iringa,0
55454,Kigoma,1
55455,Iringa,0
55456,Kilimanjaro,1
55457,Dodoma,1
55458,Tabora,1
55459,Iringa,0
55460,Tanga,1
55461,Shinyanga,0
55462,Arusha,1
55463,Iringa,1
55464,Kilimanjaro,1
55465,Mbeya,1
55466,Dodoma,1
55467,Ruvuma,0
55468,Tanga,1
55469,Dar es Salaam,1
55470,Kagera,0
55471,Lindi,1
55472,Pwani,1
55473,Mwanza,1
55474,Mara,0
55475,Arusha,1
55476,Morogoro,1
55477,Shinyanga,1
55478,Kagera,0
55479,Morogoro,1
55480,Pwani,0
55481,Arusha,1
55482,Shinyanga,1
55483,Ruvuma,0
55484,Manyara,0
55485,Rukwa,1
55486,Kigoma,0
55487,Shinyanga,0
55488,Morogoro,0
55489,Iringa,1
55490,Iringa,1
55491,Mara,0
55492,Mwanza,0
55493,Mwanza,0
55494,Morogoro,1
55495,Tanga,0
55496,Iringa,0
55497,Tanga,1
55498,Kilimanjaro,1
55499,Tabora,0
55500,Morogoro,0
55501,Dar es Salaam,0
55502,Manyara,1
55503,Pwani,0
55504,Mwanza,0
55505,Morogoro,1
55506,Mara,1
55507,Mtwara,1
55508,Ruvuma,1
55509,Shinyanga,1
55510,Arusha,1
55511,Arusha,1
55512,Tabora,1
55513,Manyara,1
55514,Singida,0
55516,Singida,1
55517,Kagera,1
55518,Mwanza,0
55519,Kigoma,0
55520,Ruvuma,1
55521,Arusha,0
55522,Tabora,0
55523,Lindi,1
55524,Kilimanjaro,0
55525,Rukwa,0
55526,Singida,0
55527,Morogoro,1
55528,Arusha,1
55529,Pwani,1
55530,Iringa,0
55531,Kilimanjaro,0
55532,Kagera,1
55533,Dodoma,1
55534,Ruvuma,1
55535,Pwani,1
55536,Morogoro,1
55537,Iringa,1
55538,Tanga,0
55539,Singida,0
55540,Mbeya,0
55541,Pwani,0
55542,Dodoma,1
55543,Mbeya,1
55544,Mwanza,1
55545,Dodoma,1
55546,Lindi,0
55547,Kilimanjaro,0
55548,Dodoma,0
55549,Kilimanjaro,1
55550,Iringa,1
55551,Rukwa,1
55552,Mbeya,1
55553,Manyara,0
55554,Iringa,0
55555,Shinyanga,1
55556,Arusha,1
55557,Morogoro,0
55558,Kilimanjaro,0
55559,Mara,0
55560,Shinyanga,1
55561,Mbeya,0
55562,Lindi,1
55563,Mara,0
55564,Kagera,1
55565,Singida,1
55566,Morogoro,0
55567,Kagera,0
55568,Mara,0
55569,Mara,1
55570,Kilimanjaro,0
55571,Ruvuma,0
55572,Iringa,0
55573,Iringa,0
55574,Kilimanjaro,1
55575,Manyara,1
55576,Iringa,0
55577,Arusha,0
55578,Rukwa,0
55579,Iringa,0
55580,Kigoma,0
55581,Lindi,1
55582,Pwani,0
55583,Shinyanga,0
55584,Mbeya,1
55585,Mbeya,0
55586,Singida,1
55587,Iringa,1
55588,Kagera,0
55589,Mtwara,1
55590,Mbeya,0
55592,Kilimanjaro,0
55593,Lindi,1
55594,Singida,1
55595,Kagera,0
55596,Arusha,0
55597,Kigoma,1
55598,Iringa,0
55599,Rukwa,0
55600,Morogoro,0
55601,Iringa,0
55602,Tabora,1
55603,Iringa,0
55604,Rukwa,0
55605,Morogoro,1
55606,Shinyanga,0
55607,Iringa,0
55608,Kagera,1
55609,Manyara,1
55610,Mbeya,1
55611,Shinyanga,1
55612,Kagera,0
55613,Kagera,1
55614,Mbeya,0
55616,Manyara,0
55617,Tanga,0
55618,Iringa,0
55619,Arusha,0
55620,Shinyanga,0
55621,Mara,0
55622,Mbeya,0
55623,Lindi,1
55624,Kagera,1
55625,Tanga,0
55626,Dodoma,0
55627,Arusha,0
55628,Mbeya,1
55629,Ruvuma,1
55630,Kagera,0
55631,Shinyanga,1
55632,Kilimanjaro,0
55633,Mtwara,1
55634,Kilimanjaro,0
55635,Iringa,0
55636,Mara,0
55637,Kilimanjaro,1
55638,Morogoro,1
55639,Kigoma,0
55640,Kigoma,0
55641,Kagera,0
55642,Shinyanga,1
55643,Ruvuma,1
55644,Arusha,0
55645,Kagera,1
55646,Iringa,0
55647,Kilimanjaro,1
55648,Rukwa,1
55649,Morogoro,1
55650,Kilimanjaro,0
55651,Tanga,0
55652,Iringa,0
55654,Singida,1
55655,Tabora,1
55656,Pwani,1
55657,Kigoma,1
55658,Kigoma,0
55659,Shinyanga,1
55660,Mtwara,0
55661,Kigoma,1
55662,Morogoro,1
55663,Ruvuma,1
55664,Lindi,1
55665,Tabora,1
55666,Mwanza,1
55667,Arusha,0
55668,Arusha,0
55669,Tanga,1
55670,Lindi,1
55671,Kilimanjaro,0
55672,Iringa,0
55673,Lindi,1
55674,Tanga,0
55675,Morogoro,1
55676,Iringa,0
55677,Tanga,1
55678,Kagera,1
55679,Tabora,1
55680,Mbeya,1
55681,Morogoro,1
55682,Iringa,0
55683,Singida,1
55684,Dodoma,0
55686,Singida,1
55687,Iringa,0
55688,Tabora,1
55689,Iringa,1
55690,Kilimanjaro,1
55691,Ruvuma,0
55692,Kigoma,1
55693,Mara,0
55694,Shinyanga,1
55695,Morogoro,0
55696,Dodoma,0
55697,Arusha,0
55698,Shinyanga,1
55699,Mbeya,0
55700,Mbeya,0
55701,Ruvuma,1
55702,Kagera,0
55703,Kagera,0
55704,Kagera,1
55705,Shinyanga,0
55706,Mara,1
55707,Kilimanjaro,1
55708,Mtwara,0
55709,Mbeya,1
55710,Tanga,0
55711,Morogoro,0
55712,Singida,0
55713,Iringa,0
55714,Rukwa,1
55715,Iringa,0
55716,Manyara,1
55717,Shinyanga,1
55718,Mtwara,1
55719,Dodoma,1
55720,Dar es Salaam,1
55721,Kagera,0
55722,Mbeya,1
55723,Kigoma,0
55724,Tanga,0
55725,Lindi,1
55726,Mbeya,1
55727,Tanga,1
55728,Morogoro,1
55729,Morogoro,1
55730,Shinyanga,0
55731,Morogoro,0
55732,Dodoma,1
55733,Arusha,0
55734,Lindi,1
55735,Mwanza,1
55736,Kilimanjaro,0
55737,Morogoro,0
55738,Kagera,0
55739,Mwanza,0
55740,Shinyanga,0
55741,Rukwa,1
55742,Mara,0
55743,Iringa,0
55744,Mbeya,0
55745,Rukwa,0
55746,Kigoma,0
55747,Kilimanjaro,0
55748,Arusha,0
55749,Pwani,1
55750,Kilimanjaro,1
55751,Tabora,1
55752,Morogoro,0
55753,Shinyanga,0
55754,Singida,1
55755,Kigoma,0
55756,Kigoma,0
55757,Kilimanjaro,1
55758,Singida,0
55759,Shinyanga,0
55760,Mara,1
55761,Shinyanga,0
55762,Tanga,1
55763,Kilimanjaro,0
55764,Dodoma,0
55765,Kigoma,0
55766,Morogoro,1
55767,Arusha,0
55768,Shinyanga,0
55769,Morogoro,0
55770,Singida,0
55771,Ruvuma,0
55772,Rukwa,1
55773,Dodoma,1
55774,Mwanza,1
55775,Ruvuma,0
55776,Iringa,0
55777,Kagera,0
55778,Mtwara,1
55779,Rukwa,1
55780,Pwani,0
55781,Kilimanjaro,1
55782,Morogoro,1
55783,Arusha,0
55784,Singida,1
55785,Shinyanga,1
55786,Kilimanjaro,0
55787,Kilimanjaro,0
55788,Arusha,0
55789,Morogoro,0
55790,Morogoro,1
55791,Kagera,0
55793,Arusha,1
55794,Kilimanjaro,0
55795,Tanga,0
55796,Morogoro,1
55797,Mtwara,1
55798,Tanga,0
55799,Kilimanjaro,0
55800,Manyara,0
55801,Lindi,1
55802,Dodoma,1
55803,Shinyanga,1
55806,Iringa,0
55807,Kigoma,0
55808,Kigoma,0
55809,Lindi,0
55810,Ruvuma,1
55811,Morogoro,1
55812,Kagera,0
55813,Shinyanga,0
55814,Kigoma,1
55815,Morogoro,1
55816,Kigoma,0
55817,Kilimanjaro,0
55818,Kilimanjaro,0
55819,Tabora,0
55820,Mwanza,0
55821,Ruvuma,0
55822,Arusha,0
55823,Kilimanjaro,1
55824,Morogoro,0
55825,Mbeya,1
55826,Ruvuma,1
55827,Mbeya,0
55828,Arusha,0
55829,Mbeya,1
55830,Mwanza,1
55831,Kigoma,1
55832,Dar es Salaam,0
55833,Mara,0
55834,Kilimanjaro,0
55835,Lindi,0
55836,Morogoro,1
55837,Pwani,0
55838,Shinyanga,0
55839,Manyara,1
55840,Arusha,0
55842,Singida,0
55843,Shinyanga,1
55844,Iringa,0
55845,Iringa,0
55846,Iringa,1
55848,Rukwa,1
55849,Kilimanjaro,0
55850,Arusha,1
55851,Singida,1
55852,Kagera,1
55853,Dodoma,1
55854,Lindi,1
55855,Kilimanjaro,1
55856,Pwani,1
55857,Shinyanga,1
55858,Ruvuma,0
55859,Mtwara,1
55860,Iringa,0
55861,Dodoma,0
55862,Mbeya,0
55863,Kilimanjaro,1
55864,Kilimanjaro,1
55865,Kilimanjaro,1
55866,Tabora,0
55867,Iringa,1
55868,Mbeya,1
55869,Mwanza,0
55871,Tabora,0
55872,Lindi,0
55873,Kilimanjaro,0
55875,Manyara,0
55876,Kigoma,0
55877,Mbeya,1
55878,Kigoma,1
55880,Kagera,0
55881,Shinyanga,1
55882,Mbeya,1
55883,Morogoro,0
55884,Lindi,1
55885,Kagera,0
55886,Morogoro,0
55887,Tabora,1
55889,Ruvuma,1
55890,Tabora,1
55891,Tanga,0
55893,Kagera,0
55894,Singida,0
55895,Pwani,0
55896,Tanga,1
55897,Tanga,1
55898,Morogoro,1
55899,Arusha,0
55900,Mwanza,1
55901,Iringa,0
55902,Singida,0
55903,Tanga,0
55904,Arusha,1
55905,Pwani,0
55906,Mara,0
55907,Tanga,0
55908,Tabora,0
55909,Kigoma,1
55910,Iringa,0
55911,Tanga,0
55912,Pwani,1
55914,Morogoro,0
55915,Rukwa,0
55916,Pwani,0
55917,Iringa,0
55918,Ruvuma,1
55919,Morogoro,1
55920,Dodoma,0
55921,Pwani,0
55922,Kigoma,0
55923,Mara,0
55924,Arusha,0
55925,Mara,0
55926,Arusha,0
55927,Morogoro,0
55928,Iringa,0
55929,Dodoma,1
55930,Tanga,0
55931,Dodoma,1
55932,Dodoma,0
55933,Dodoma,0
55934,Lindi,1
55935,Manyara,0
55936,Mbeya,1
55937,Morogoro,1
55938,Pwani,0
55939,Mwanza,1
55940,Kigoma,1
55941,Kagera,0
55942,Tanga,1
55943,Mwanza,1
55944,Iringa,0
55945,Shinyanga,1
55946,Kagera,0
55947,Rukwa,0
55948,Dodoma,1
55949,Manyara,1
55950,Kagera,0
55951,Manyara,0
55952,Mwanza,0
55953,Tabora,0
55954,Iringa,0
55955,Tabora,0
55956,Morogoro,1
55958,Rukwa,1
55959,Mtwara,0
55960,Singida,0
55961,Kilimanjaro,0
55962,Shinyanga,1
55963,Pwani,0
55964,Mbeya,1
55965,Manyara,1
55966,Singida,1
55967,Arusha,0
55968,Pwani,1
55969,Mbeya,0
55970,Mbeya,1
55971,Mbeya,1
55972,Mbeya,0
55973,Mbeya,0
55974,Tabora,0
55975,Rukwa,0
55976,Iringa,1
55977,Mwanza,0
55978,Dodoma,0
55979,Rukwa,1
55980,Pwani,1
55981,Iringa,0
55982,Arusha,0
55983,Pwani,0
55984,Mbeya,0
55985,Lindi,1
55986,Morogoro,0
55987,Pwani,1
55988,Ruvuma,0
55989,Mbeya,0
55990,Kilimanjaro,1
55991,Singida,1
55992,Kilimanjaro,0
55993,Pwani,0
55994,Dodoma,0
55995,Lindi,1
55996,Pwani,0
55997,Kilimanjaro,0
55998,Tanga,1
55999,Mbeya,1
56000,Kilimanjaro,0
56001,Arusha,0
56002,Morogoro,1
56003,Arusha,1
56005,Kigoma,0
56006,Tabora,1
56007,Mbeya,0
56008,Kigoma,0
56009,Arusha,0
56010,Tabora,1
56011,Tanga,0
56012,Pwani,0
56013,Iringa,0
56014,Kagera,0
56015,Ruvuma,0
56016,Iringa,0
56017,Tanga,1
56018,Tanga,1
56019,Dodoma,1
56020,Arusha,0
56021,Mbeya,1
56022,Mara,0
56023,Singida,0
56024,Dodoma,0
56025,Tanga,0
56026,Arusha,1
56027,Kigoma,1
56028,Kagera,0
56029,Singida,1
56030,Kagera,1
56031,Rukwa,1
56032,Morogoro,0
56033,Morogoro,0
56034,Iringa,1
56035,Arusha,1
56036,Arusha,0
56037,Rukwa,1
56038,Morogoro,1
56039,Pwani,1
56040,Shinyanga,1
56041,Mbeya,0
56042,Shinyanga,0
56043,Mbeya,0
56044,Kagera,1
56045,Tabora,1
56046,Mbeya,0
56047,Shinyanga,0
56048,Arusha,0
56049,Iringa,0
56051,Dodoma,0
56052,Mara,1
56053,Ruvuma,1
56054,Iringa,0
56056,Ruvuma,1
56057,Arusha,0
56058,Iringa,1
56059,Morogoro,0
56060,Morogoro,0
56061,Kilimanjaro,0
56062,Tanga,0
56063,Mara,1
56064,Singida,1
56065,Kilimanjaro,0
56066,Kagera,0
56067,Arusha,0
56068,Kagera,1
56069,Rukwa,0
56070,Shinyanga,1
56071,Mtwara,0
56072,Tabora,1
56073,Kilimanjaro,0
56074,Pwani,0
56075,Dodoma,1
56076,Iringa,0
56077,Shinyanga,1
56078,Tabora,1
56079,Pwani,1
56080,Tabora,1
56081,Lindi,1
56082,Arusha,1
56083,Lindi,1
56084,Pwani,1
56085,Iringa,1
56086,Kagera,0
56087,Iringa,1
56088,Tabora,1
56089,Ruvuma,0
56090,Mara,0
56091,Mtwara,0
56092,Tabora,1
56093,Dar es Salaam,0
56094,Dodoma,1
56095,Mbeya,0
56096,Kagera,0
56097,Kilimanjaro,0
56098,Rukwa,1
56099,Mbeya,0
56100,Shinyanga,0
56101,Shinyanga,1
56102,Lindi,0
56103,Mtwara,0
56104,Lindi,1
56105,Arusha,1
56106,Ruvuma,0
56107,Mtwara,1
56108,Lindi,1
56109,Pwani,1
56111,Mwanza,0
56112,Arusha,0
56113,Mbeya,0
56114,Dodoma,1
56115,Singida,1
56116,Manyara,0
56117,Arusha,0
56118,Iringa,0
56119,Dodoma,1
56120,Iringa,0
56122,Dodoma,1
56123,Mwanza,0
56124,Iringa,0
56125,Arusha,0
56126,Mbeya,1
56127,Kagera,1
56128,Tanga,1
56129,Kagera,1
56130,Rukwa,1
56132,Kigoma,1
56133,Kigoma,1
56134,Manyara,0
56136,Tanga,1
56137,Mtwara,1
56138,Shinyanga,0
56139,Pwani,1
56140,Lindi,1
56141,Tanga,1
56142,Mwanza,1
56143,Pwani,0
56144,Shinyanga,0
56145,Kilimanjaro,1
56146,Arusha,1
56147,Shinyanga,1
56148,Mtwara,0
56149,Kagera,1
56150,Mara,1
56151,Kilimanjaro,0
56152,Arusha,0
56153,Arusha,0
56154,Kigoma,1
56155,Mbeya,0
56156,Mtwara,1
56157,Mtwara,0
56158,Arusha,0
56159,Iringa,0
56160,Morogoro,0
56161,Shinyanga,0
56162,Morogoro,0
56163,Mara,1
56164,Shinyanga,0
56165,Iringa,0
56166,Kigoma,0
56167,Tanga,0
56168,Mara,0
56169,Shinyanga,1
56170,Pwani,0
56171,Dar es Salaam,1
56172,Mtwara,1
56173,Mbeya,1
56174,Mbeya,1
56175,Kagera,0
56177,Mbeya,1
56178,Pwani,1
56179,Kilimanjaro,0
56180,Morogoro,1
56181,Mbeya,0
56182,Ruvuma,1
56183,Manyara,1
56184,Iringa,1
56185,Kagera,0
56186,Shinyanga,1
56187,Kilimanjaro,0
56189,Ruvuma,0
56190,Shinyanga,1
56191,Mbeya,1
56192,Iringa,0
56193,Iringa,0
56194,Shinyanga,0
56196,Iringa,1
56197,Kagera,0
56198,Iringa,0
56199,Shinyanga,0
56200,Mbeya,1
56201,Morogoro,1
56202,Pwani,1
56203,Singida,0
56204,Mbeya,1
56205,Mbeya,1
56206,Lindi,1
56207,Iringa,1
56209,Iringa,0
56210,Shinyanga,0
56211,Rukwa,1
56212,Singida,1
56213,Ruvuma,0
56214,Iringa,0
56215,Lindi,1
56216,Kagera,1
56217,Kigoma,0
56218,Mwanza,1
56219,Dodoma,1
56220,Mbeya,1
56221,Mwanza,1
56222,Iringa,0
56223,Kigoma,0
56224,Kilimanjaro,0
56226,Pwani,0
56227,Mtwara,0
56228,Kagera,0
56229,Manyara,1
56230,Ruvuma,0
56231,Dodoma,0
56232,Arusha,0
56233,Morogoro,1
56234,Morogoro,0
56235,Mara,1
56236,Tabora,1
56237,Mbeya,0
56238,Mara,0
56239,Mtwara,1
56240,Kagera,0
56241,Morogoro,1
56242,Mbeya,0
56243,Tanga,1
56244,Dodoma,0
56245,Iringa,0
56246,Morogoro,1
56247,Manyara,1
56248,Dodoma,1
56249,Dodoma,0
56250,Kagera,0
56251,Morogoro,1
56252,Iringa,1
56253,Arusha,1
56254,Dar es Salaam,1
56255,Kigoma,1
56256,Mbeya,0
56257,Tanga,1
56258,Kilimanjaro,0
56259,Dar es Salaam,1
56260,Dar es Salaam,1
56261,Mara,1
56262,Iringa,0
56263,Arusha,0
56264,Arusha,1
56265,Ruvuma,1
56266,Iringa,0
56267,Mara,1
56269,Lindi,0
56270,Arusha,0
56271,Rukwa,1
56272,Mara,1
56273,Tabora,1
56274,Mwanza,1
56275,Shinyanga,1
56276,Kilimanjaro,1
56277,Singida,0
56278,Mtwara,0
56279,Mbeya,0
56280,Mara,1
56281,Singida,1
56282,Singida,1
56283,Kigoma,0
56284,Singida,0
56285,Morogoro,1
56286,Dodoma,1
56287,Tabora,0
56288,Kilimanjaro,1
56289,Kigoma,1
56290,Arusha,0
56292,Singida,0
56293,Lindi,0
56294,Kagera,0
56295,Arusha,0
56296,Mbeya,1
56297,Kigoma,1
56298,Kilimanjaro,1
56299,Mbeya,0
56300,Ruvuma,0
56301,Mtwara,0
56302,Morogoro,0
56303,Ruvuma,1
56304,Kilimanjaro,0
56305,Kagera,0
56306,Arusha,0
56307,Kagera,1
56308,Mbeya,1
56309,Kigoma,0
56310,Iringa,0
56311,Kagera,1
56312,Singida,0
56313,Mbeya,0
56314,Kagera,1
56315,Pwani,0
56316,Shinyanga,0
56317,Kigoma,1
56318,Tabora,1
56319,Arusha,0
56320,Iringa,0
56321,Kilimanjaro,0
56322,Shinyanga,0
56323,Morogoro,1
56324,Kagera,0
56325,Mara,1
56326,Mbeya,0
56327,Mara,0
56328,Mbeya,1
56329,Manyara,0
56330,Mbeya,0
56331,Shinyanga,1
56332,Mbeya,0
56333,Iringa,0
56334,Singida,1
56335,Dodoma,0
56336,Kilimanjaro,0
56337,Rukwa,0
56338,Ruvuma,1
56339,Mara,0
56340,Kagera,1
56341,Tanga,0
56342,Kagera,0
56343,Shinyanga,0
56344,Kilimanjaro,1
56345,Kilimanjaro,1
56346,Mbeya,0
56347,Arusha,0
56348,Kilimanjaro,1
56349,Ruvuma,1
56350,Mbeya,1
56351,Mtwara,1
56352,Kagera,1
56353,Kigoma,1
56354,Kagera,0
56355,Mara,0
56356,Shinyanga,0
56357,Dodoma,0
56358,Iringa,0
56359,Pwani,0
56360,Ruvuma,1
56361,Lindi,1
56362,Lindi,1
56363,Ruvuma,0
56364,Ruvuma,0
56365,Kagera,1
56366,Arusha,0
56367,Mwanza,0
56368,Singida,1
56369,Arusha,1
56370,Dar es Salaam,1
56371,Kigoma,0
56372,Tanga,0
56373,Mwanza,1
56374,Lindi,1
56375,Pwani,1
56376,Dar es Salaam,0
56377,Iringa,0
56378,Tabora,0
56379,Mara,1
56380,Rukwa,0
56381,Iringa,1
56382,Kagera,0
56383,Shinyanga,0
56384,Mwanza,0
56385,Dodoma,1
56386,Arusha,1
56387,Mbeya,0
56388,Iringa,0
56389,Kigoma,1
56390,Pwani,0
56391,Mwanza,1
56392,Kigoma,0
56393,Iringa,1
56394,Shinyanga,0
56395,Arusha,0
56396,Tanga,0
56397,Dodoma,1
56398,Pwani,0
56399,Iringa,0
56400,Dodoma,0
56401,Kigoma,1
56402,Kilimanjaro,0
56403,Shinyanga,0
56404,Singida,1
56405,Kilimanjaro,1
56406,Morogoro,0
56407,Lindi,1
56408,Ruvuma,0
56409,Iringa,0
56410,Ruvuma,0
56411,Kilimanjaro,0
56412,Mbeya,1
56413,Shinyanga,0
56414,Iringa,0
56415,Mtwara,0
56416,Pwani,0
56417,Mbeya,0
56418,Dar es Salaam,0
56419,Pwani,1
56420,Kigoma,1
56421,Mbeya,0
56422,Kilimanjaro,1
56423,Mwanza,0
56425,Kilimanjaro,0
56426,Kigoma,0
56427,Kilimanjaro,0
